TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
TEKA4,21.25,,-0.06,0.00,0.01,24.58,-4.48,-52.80,-0.74,-43.28,-42.29,,0.03,0.00,-0.01,0.05,-7.76,-13.93,0.97,-1.80,2.80,0.26,14.82,,0.00,-4378.29,-339.62,0.00,14260237.50
TELB3,12.69,,61.96,0.76,0.28,-38.83,18.85,4.17,13.69,-3.09,-15.78,-0.88,2.58,0.70,-0.56,5.71,1.23,0.46,5.55,0.37,0.63,0.11,15.19,,27366.90,16.60,0.20,-0.58,1101973519.22
TELB4,8.03,,39.20,0.48,0.18,-38.83,18.85,4.17,8.66,-3.09,-15.78,-0.88,1.63,0.44,-0.36,5.71,1.23,0.46,5.55,0.37,0.63,0.11,15.19,,24989.81,16.60,0.20,-0.37,1101973519.22
TEND3,23.59,2.45,7.47,2.45,0.49,29.38,11.13,10.69,7.18,8.24,1.07,0.36,0.80,1.56,-1.31,2.03,32.79,6.61,15.18,0.20,0.80,0.62,10.99,7.98,38878065.90,9.62,3.16,0.00,2891618605.68
TESA3,48.00,,-13.30,1.62,0.52,15.86,9.39,-7.58,10.73,17.39,6.66,1.01,1.01,-11.10,-0.74,0.86,-12.18,-3.94,2.59,0.32,0.68,0.52,7.32,,,29.64,-3.61,0.83,1389696672.00
TFCO4,15.69,1.17,110.47,28.95,17.98,57.53,20.74,14.36,76.48,13.06,0.63,0.24,15.86,38.32,-56.87,3.18,26.21,16.27,22.56,0.62,0.38,1.13,30.70,41.69,9866665.24,0.54,0.14,6.77,2403990443.54
TGMA3,36.50,7.42,8.60,2.43,1.72,21.60,17.46,12.68,6.25,5.86,-0.39,-0.15,1.09,4.79,-3.73,3.03,28.20,20.05,16.96,0.71,0.29,1.58,9.18,7.63,8242839.95,15.05,4.24,0.25,2409106397.50
TIET11,12.54,,-17.06,0.95,0.24,0.00,21.64,-7.77,6.13,18.71,12.58,1.95,1.33,-6.45,-0.29,0.84,-5.57,-1.40,4.63,0.25,0.75,0.18,4.60,,,13.19,-0.73,0.06,5004795800.93
TIET3,3.49,,-23.75,1.32,0.33,0.00,21.64,-7.77,8.52,18.71,12.58,1.95,1.84,-8.98,-0.41,0.84,-5.57,-1.40,4.63,0.25,0.75,0.18,4.60,,,2.64,-0.15,0.08,5004795800.93
TIET4,3.51,,-23.88,1.33,0.33,0.00,21.64,-7.77,8.57,18.71,12.58,1.95,1.85,-9.03,-0.41,0.84,-5.57,-1.40,4.63,0.25,0.75,0.18,4.60,,,2.64,-0.15,0.08,5004795800.93
TIMS3,22.74,7.83,33.77,3.81,0.96,53.17,22.49,6.26,9.40,8.41,-0.98,-0.40,2.11,-51.14,-1.27,0.93,11.27,2.84,23.61,0.25,0.60,0.45,7.93,-14.76,114274583.43,5.97,0.67,-2.31,55049092010.52
TKNO3,193.95,2.10,13.49,1.74,1.44,24.48,14.91,14.02,12.69,10.93,-1.18,-0.16,1.89,3.28,-3.39,4.30,12.90,10.71,8.13,0.83,0.17,0.76,15.06,35.20,19395.00,111.44,14.38,-2.98,545942313.95
TKNO4,175.00,4.03,12.17,1.57,1.30,24.48,14.91,14.02,11.45,10.93,-1.18,-0.16,1.71,2.96,-3.06,4.30,12.90,10.71,8.13,0.83,0.17,0.76,15.06,35.20,145593.75,111.44,14.38,-2.68,545942313.95
TOKY3,1.02,,-1.11,463.65,69.14,46.71,-14.86,-21.31,-1.59,-1.60,-0.01,2.35,0.24,-5421.43,-96.25,0.96,-41826.38,-6237.54,-11039.24,0.15,0.97,292.70,14.79,,655870.86,0.00,-0.92,-0.03,125218671.06
TOTS3,43.20,1.18,30.13,5.29,2.89,69.88,17.96,15.26,25.60,25.21,-0.40,-0.08,4.60,14.18,-4.47,2.36,17.55,9.59,13.54,0.55,0.42,0.63,18.01,32.58,131694629.43,8.17,1.43,3.27,25894148299.20
TOYB3,2.29,,-43.94,0.03,0.00,24.06,-10.70,-10.96,-45.00,-46.99,,,4.81,0.34,0.00,,-0.07,0.00,,0.05,0.95,0.00,201.60,,,76.91,-0.05,0.47,71890222.22
TOYB4,2.50,,-47.96,0.03,0.00,24.06,-10.70,-10.96,-49.12,-46.99,,,5.26,0.37,0.00,,-0.07,0.00,,0.05,0.95,0.00,201.60,,,76.91,-0.05,0.52,71890222.22
TPIS3,3.95,5.84,-4.08,0.20,0.07,33.43,-3.26,-3.57,-4.47,-38.09,-33.62,1.49,0.15,-0.16,-0.07,0.15,-4.87,-1.61,-5.26,0.33,0.68,0.45,5.93,,61794.10,19.91,-0.97,0.03,173800000.00
TRAD3,6.01,,-3.88,1.29,1.05,26.49,-180.60,-173.99,-3.74,-3.37,0.37,-0.13,6.75,2.36,-2.24,6.24,-33.16,-27.10,-31.83,0.82,0.09,0.16,54.39,,250755.24,4.67,-1.55,0.05,240526324.19
TRIS3,6.44,4.67,6.01,0.78,0.37,30.86,16.50,15.48,5.64,7.51,1.87,0.26,0.93,0.65,-2.80,2.81,13.02,6.07,6.98,0.47,0.53,0.39,11.01,7.37,1981637.52,8.23,1.07,0.11,1201816944.72
TTEN3,14.58,1.31,7.44,1.62,0.63,17.69,7.76,6.79,6.51,8.49,1.98,0.49,0.51,2.46,-1.86,1.63,21.82,8.45,5.59,0.39,0.61,1.24,41.95,51.95,14983298.86,8.98,1.96,0.18,7282675693.26
TUPY3,14.40,9.67,-51.13,0.60,0.19,16.05,2.99,-0.36,6.15,14.56,8.41,0.82,0.18,0.51,-0.50,2.41,-1.18,-0.37,2.61,0.31,0.69,1.02,15.61,,11186606.19,23.88,-0.28,0.47,1907285976.00
TXRX3,9.98,,-0.72,-0.11,0.24,18.57,-8.81,-51.79,-4.23,-35.17,-33.28,,0.37,-0.24,-0.40,0.28,-15.80,-33.97,25.66,-2.15,3.15,0.66,2.30,,998.00,-87.84,-13.88,0.00,18937102.40
TXRX4,1.57,,-0.11,-0.02,0.04,18.57,-8.81,-51.79,-0.67,-35.17,-33.28,,0.06,-0.04,-0.06,0.28,-15.80,-33.97,25.66,-2.15,3.15,0.66,2.30,,1097.57,-87.84,-13.88,0.00,18937102.40
UCAS3,1.32,13.76,-72.51,0.47,0.23,33.43,-3.49,-0.52,-10.87,-20.00,-9.14,0.40,0.38,4.79,-0.32,1.21,-0.65,-0.32,-5.27,0.49,0.51,0.61,8.69,,28334.48,2.79,-0.02,0.68,87234000.48
UGPA3,19.53,3.84,7.48,1.36,0.48,7.10,3.95,2.11,4.00,6.74,2.74,0.93,0.16,2.88,-0.76,1.82,18.13,6.39,10.05,0.35,0.60,3.03,8.37,50.82,92534878.67,14.40,2.61,2.61,21792548019.69
UNIP3,56.60,14.04,8.05,2.28,0.85,29.43,18.38,14.07,6.16,7.76,1.02,0.38,1.13,3.15,-1.44,2.96,28.31,10.55,11.18,0.37,0.62,0.75,12.24,35.60,733264.57,24.83,7.03,0.13,7008148594.66
UNIP5,62.10,10.37,8.84,2.50,0.93,29.43,18.38,14.07,6.76,7.76,1.02,0.38,1.24,3.45,-1.57,2.96,28.31,10.55,11.18,0.37,0.62,0.75,12.24,35.60,23549.56,24.83,7.03,0.15,7008148594.66
UNIP6,64.73,13.50,9.21,2.61,0.97,29.43,18.38,14.07,7.05,7.76,1.02,0.38,1.30,3.60,-1.64,2.96,28.31,10.55,11.18,0.37,0.62,0.75,12.24,35.60,11635849.29,24.83,7.03,0.15,7008148594.66
USIM3,4.45,,14.83,0.23,0.14,8.21,3.61,1.40,5.76,6.68,0.96,0.04,0.21,0.41,-0.25,4.16,1.55,0.93,2.18,0.60,0.33,0.66,11.59,12.02,2274561.38,19.37,0.30,-1.12,5532376556.68
USIM5,4.37,,14.56,0.23,0.13,8.21,3.61,1.40,5.66,6.68,0.96,0.04,0.20,0.40,-0.24,4.16,1.55,0.93,2.18,0.60,0.33,0.66,11.59,12.02,51230453.14,19.37,0.30,-1.10,5532376556.68
USIM6,8.00,,26.65,0.41,0.25,8.21,3.61,1.40,10.35,6.68,0.96,0.04,0.37,0.73,-0.44,4.16,1.55,0.93,2.18,0.60,0.33,0.66,11.59,12.02,800.00,19.37,0.30,-2.02,5532376556.68
VALE3,55.45,8.22,8.69,1.18,0.51,34.24,20.82,13.81,5.77,7.29,1.52,0.31,1.20,14.80,-0.63,1.22,13.52,5.87,10.13,0.43,0.55,0.42,7.33,,1067336488.10,47.19,6.38,-0.21,251687970311.00
VAMO3,4.30,6.24,18.04,1.79,0.21,73.73,68.79,6.72,1.76,6.47,4.71,4.77,1.21,1.79,-0.28,1.80,9.90,1.15,12.07,0.12,0.88,0.17,31.14,12.69,51313536.48,2.41,0.24,-0.30,4648439909.10
VBBR3,24.00,5.48,4.77,1.29,0.45,4.61,4.72,3.11,3.14,5.61,2.46,1.01,0.15,2.14,-0.75,2.09,26.99,9.43,9.75,0.35,0.65,3.03,12.65,20.54,223685941.67,18.63,5.03,-0.51,26856000000.00
VITT3,5.09,6.46,11.34,1.27,0.84,32.49,10.41,8.42,9.16,10.93,1.77,0.25,0.95,2.33,-2.01,2.63,11.22,7.41,7.84,0.66,0.34,0.88,12.74,4.26,841682.95,4.00,0.45,-0.62,765098351.62
VIVA3,29.06,2.27,10.20,2.48,1.60,71.05,25.17,24.25,9.83,10.24,0.42,0.11,2.47,3.35,-4.34,4.13,24.35,15.70,19.35,0.64,0.36,0.65,28.01,21.13,77187179.33,11.70,2.85,0.23,6863907167.14
VIVR3,0.67,,-0.58,0.17,0.09,29.89,-34.81,-39.35,-0.66,-0.68,-0.03,0.01,0.23,0.52,-0.16,1.71,-30.01,-15.91,-23.84,0.53,0.47,0.40,,,39694.33,3.85,-1.16,0.01,25705274.94
VIVT3,33.90,2.82,18.75,1.61,0.86,44.00,15.53,10.12,12.22,13.43,1.21,0.16,1.90,-234.33,-1.09,0.98,8.57,4.61,8.29,0.54,0.46,0.46,4.76,3.13,170570867.19,21.10,1.81,1.51,109379930485.80
VIVT4,45.34,,25.08,2.15,1.16,44.00,15.53,10.12,16.34,13.43,1.21,0.16,2.54,-313.41,-1.46,0.98,8.57,4.61,8.29,0.54,0.46,0.46,4.76,3.13,,21.10,1.81,2.02,109379930485.80
VLID3,20.72,10.93,6.04,0.97,0.59,34.03,15.64,13.01,5.02,5.20,0.18,0.03,0.79,1.79,-1.17,3.04,16.12,9.81,14.19,0.61,0.39,0.75,1.58,38.92,6145207.71,21.29,3.43,-0.46,1695649690.00
VSPT3,5.00,,6.51,0.49,0.27,19.76,12.09,7.29,3.93,3.37,-0.56,-0.07,0.47,-4.95,-0.31,0.71,7.57,4.16,12.19,0.55,0.45,0.57,10.07,,0.00,10.15,0.77,-0.04,1780029215.00
VSPT4,0.00,,0.00,0.00,0.00,19.76,12.09,7.29,0.00,3.37,-0.56,-0.07,0.00,0.00,0.00,0.71,7.57,4.16,12.19,0.55,0.45,0.57,10.07,,,10.15,0.77,0.00,1780029215.00
VSTE3,5.67,,1230.12,0.62,0.39,63.15,4.84,0.05,11.56,17.12,5.56,0.30,0.56,4.54,-0.56,1.38,0.05,0.03,4.03,0.62,0.38,0.69,3.10,,47227.62,9.15,0.00,-12.89,648272889.81
VTRU3,10.46,0.23,-5.20,1.54,1.25,22.04,-7.31,-14.81,-10.52,-6.84,3.68,-0.54,0.77,2.97,-2.73,4.48,-29.57,-24.02,-29.52,0.81,0.19,1.62,,,2856693.86,6.81,-2.01,,396288156.22
VULC3,21.63,6.93,7.44,2.53,1.78,41.45,21.52,24.37,8.43,8.63,0.20,0.06,1.81,4.04,-5.60,2.82,33.99,23.91,24.35,0.70,0.30,0.98,17.52,41.12,19809653.62,8.55,2.91,0.12,5959848957.72
VVEO3,0.89,,-0.20,0.16,0.03,11.47,-7.06,-12.74,-0.35,-3.88,-3.52,1.60,0.03,0.14,-0.07,1.74,-81.75,-15.87,-16.92,0.19,0.81,1.25,30.99,,1380578.24,5.54,-4.53,0.00,287310341.12
WEGE3,37.69,2.12,24.68,7.12,3.97,33.61,19.82,15.65,19.48,19.10,-0.38,-0.14,3.86,14.33,-10.88,1.77,28.86,16.09,25.60,0.56,0.42,1.03,23.27,31.76,310631272.14,5.29,1.53,2.46,158196915344.62
WEST3,5.21,,-4.13,0.26,0.20,39.61,-17.88,-9.13,-2.11,1.51,3.62,-0.45,0.38,0.51,-0.47,3.00,-6.41,-4.76,-13.03,0.74,0.26,0.52,5.08,,116668.81,19.70,-1.26,0.06,57879703.08
WHRL3,4.31,16.66,6.93,2.91,0.65,18.21,7.83,7.11,6.29,5.89,-0.54,-0.25,0.49,-39.74,-2.01,0.98,41.96,9.37,18.77,0.22,0.78,1.32,10.80,-12.04,16769.62,1.48,0.62,0.04,6619233220.06
WHRL4,4.61,17.14,7.41,3.11,0.69,18.21,7.83,7.11,6.73,5.89,-0.54,-0.25,0.53,-42.50,-2.15,0.98,41.96,9.37,18.77,0.22,0.78,1.32,10.80,-12.04,61236.95,1.48,0.62,0.04,6619233220.06
WIZC3,8.40,2.98,7.27,2.09,0.55,61.85,44.23,13.63,2.24,2.40,0.16,0.15,0.99,-33.56,-0.71,0.93,28.76,7.56,24.12,0.26,0.48,0.55,13.02,-2.88,3135343.57,4.02,1.16,1.18,1343221168.80
WLMM3,23.80,1.64,7.63,1.08,0.58,12.90,6.56,3.83,4.45,6.00,1.83,0.44,0.29,2.10,-1.38,1.91,14.11,7.61,8.24,0.54,0.46,1.99,23.58,17.94,3185.67,22.11,3.12,-0.49,811305920.50
WLMM4,21.01,2.05,6.73,0.95,0.51,12.90,6.56,3.83,3.93,6.00,1.83,0.44,0.26,1.85,-1.22,1.91,14.11,7.61,8.24,0.54,0.46,1.99,23.58,17.94,34743.06,22.11,3.12,-0.43,811305920.50
YDUQ3,13.05,4.37,11.98,1.18,0.37,61.02,16.26,5.49,4.05,9.13,5.08,1.48,0.66,7.19,-0.49,1.28,9.82,3.13,9.88,0.32,0.68,0.57,8.46,-14.30,45257222.29,11.10,1.09,0.12,3576859505.55
ZAMP3,3.50,,-7.53,0.97,0.34,64.76,-0.15,-3.89,-197.27,-316.58,-119.31,0.59,0.29,-10.67,-0.43,0.87,-12.84,-4.46,-2.75,0.35,0.65,1.15,9.70,,2631097.57,3.62,-0.46,-0.08,1424270382.50
